cell_line	C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F	C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O	C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	N.N.[Cl-].[Cl-].[Pt+2]
KPL1_BREAST	0.9557851039425436	0.582965918446224	1.0278653426269455		0.9420885823636012	
KPNYS_AUTONOMIC_GANGLIA	0.3683419640269066		1.3099265586090545		0.4396819569060916	0.9326355275784464
KS1_CENTRAL_NERVOUS_SYSTEM	0.5377807495595914		0.9814368328133144	0.8449185444296015	0.3741635770406891	0.8697184650002312
KURAMOCHI_OVARY	0.8489106576890363	0.8908063587219219	0.8511858173086306	0.9644900181807448	0.613765658531783	0.8520928085269672
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.4107810086264601		0.9173375078653306	0.1709945579830583	0.8501641964948755	0.6601678124465017
KYM1_SOFT_TISSUE	0.0983072866975437	0.198700482987332	0.6409998213051799	0.1713311646223517	0.4688443591149877	0.4891335117711522
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0691409741204279	0.1800998844560243	0.7249478834365032		0.1235054874899729	
KYSE140_OESOPHAGUS	0.5724170437117656	0.2249757901656121	0.9369052576967998	0.8228151194358713	0.598607731470327	0.4494756885037572
KYSE180_OESOPHAGUS	0.4946393470658203	0.3383146081149404	0.8972564757698214	0.7803342825781961	0.535052753368077	0.6828532250283446
KYSE220_OESOPHAGUS	0.2926107429425967		0.9093190756589464	0.389799027431206	0.1788402391168899	0.478283496872214
KYSE270_OESOPHAGUS	0.167204370399633		0.9219409214953684	0.514812557915624	0.1312866648687775	0.7006813649816297
KYSE30_OESOPHAGUS	0.6264310650322739	0.3655878972077548	0.7991166696667568		0.5926734890785931	
KYSE410_OESOPHAGUS	0.770098118429988	0.534278162958487	0.930675758144346	0.9003862965587954	0.7074119094580305	0.912512117445893
KYSE450_OESOPHAGUS	0.7631967166132707	0.3443540942523377	0.9327456919669668	0.7971100806827737	0.6835540774488695	0.8188800909913688
KYSE50_OESOPHAGUS	0.6653385145909909		1.0422836082163829	0.9809690469335676	0.179518220964758	0.8893093783852126
KYSE510_OESOPHAGUS	0.1283461327004389	0.151585304968526	0.8571519632866786	0.3691864963531447	0.2636554496217469	0.4574586764215602
KYSE520_OESOPHAGUS	0.6943564715722479	0.6414240095228042	0.9080787538166448	0.9585456378686992	0.7510528400267104	0.8742992120713637
KYSE70_OESOPHAGUS	0.6824529010608396	0.9072024446474402	0.9294742593811351	0.96638066909188	0.6999218842267887	0.918857733613792
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3908503772622602		0.953607016340746	0.6396929294857642	0.6927367015657071	0.7620507765927967
L33_PANCREAS		0.236995324714288	0.797726616798504		0.3620221031788833	
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3837032367032257	0.2167522269580987	0.8092060093256288	0.8826746247630859	0.3203057301105746	0.6786799024105463
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2434529041667433	0.110044417942155	0.8662422809074108	0.4664795215905242	0.2331587905432512	0.6799156475338133
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.082666083830067	0.0396932289878888	0.6551632730475679	0.2194829836913109	0.1276400358037544	0.5038000980947699
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1340843004858225	0.1116784609059442	0.8037167061614848	0.2811303334116437	0.4172166085193729	0.623489608678432
LAN6_AUTONOMIC_GANGLIA	0.7921206216083798		1.045944939413772		0.9185416945892846	0.936054999867901
LB1047RCC_KIDNEY	0.2049978324060022		0.9767786244552026		0.3210905011724747	0.5575179726834893
LB2241RCC_KIDNEY	0.1011397252061609		1.0213987920813263		0.6751751537288146	0.6730312543368949
LB2518MEL_SKIN	0.4852812593908242		0.933738214521403		0.6438573075367444	0.9398478114314728
LB373MELD_SKIN	0.6082616189025797		0.9515449305201265		0.8221426138394634	0.6684624379891105
LB647SCLC_LUNG	0.3665629186281844		0.860232122198709		0.3375221705173178	0.7180407182568269
LB771HNC_UPPER_AERODIGESTIVE_TRACT	0.7773248149238263		0.9348964381624616	0.8909127143840936	0.7570112194360653	0.913041524702192
LB831BLC_URINARY_TRACT	0.3833037612063685		0.9613517151882554	0.5783270509130257	0.4561814045517071	0.8066497258840568
LC1SQSF_LUNG	0.5574865378521366	0.5114105390799465	0.8066696778438901		0.8786125426709533	
LC1SQ_LUNG	0.6936129070144662		0.9365116733640017	0.8561168611237674	0.8065786134193396	0.7554727686277047
LC2AD_LUNG	0.0205022522241264		1.0716273923553494		0.2910107373326434	0.6598638841217626
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2865432533048418		0.8037801298038074	0.2822412000990548	0.3850139692720169	0.4671046585247672
LCLC103H_LUNG	0.5190362919014645	0.4144929056381516	1.0015458461918083	0.7751090803839499	0.5588085785686534	0.8838279713356392
LCLC97TM1_LUNG	0.3322816567309168	0.1581825226494581	0.7507806644414372	0.7122024697346546	0.2622346472956387	0.8332327188097041
LI7_LIVER	0.3555042533107064	0.2270123057712526	0.6609808449253477		0.38426069632853	
LMSU_STOMACH	0.7470059326040184	0.6720856524565391	0.7712678615358461		0.5594015190823718	
LN229_CENTRAL_NERVOUS_SYSTEM	0.701344848155123	0.2354600959406429	0.8732195041900201	0.8990717438020416	0.6435134144845681	0.8942508344679803
LN405_CENTRAL_NERVOUS_SYSTEM	0.823993934821353		0.8928711740455015	0.9244865476109062	0.8467606416256618	0.8735079740484168
LNCAPCLONEFGC_PROSTATE	0.4793826909784673	0.5037731361360972	0.7430795886056235	0.454770116087439	0.5068206376961757	0.9011920203378394
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2225938845754284		0.9282613685431744	0.713378364952354	0.0181221602900766	0.6537632316530697
LOUNH91_LUNG	0.5849959106273118	0.3805418285408485	0.8879649453461248	0.5001480184089221	0.7178508005704651	0.8909389053749757
LOVO_LARGE_INTESTINE	0.3101875343999461	0.1533522549470679	0.8285698581679266	0.4739616263336036	0.3525270962067179	0.8863684601739521
LOXIMVI_SKIN	0.3625685720871185	0.4046350138063993	0.7461548555988454	0.5244345159377409	0.5161332302323889	0.6873142561686474
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.7696397309385766	0.4904030269212308	0.7400761298199878	0.9975898918378756	0.7770238294962248	1.0048130912135984
LS1034_LARGE_INTESTINE	0.531905409288044	0.2472393285145203	0.9656514057188864	0.8889161073159412	0.7474368283217152	0.946333860275412
LS123_LARGE_INTESTINE	0.6113036634760264	0.4574698531861997	0.7274582650813218	0.7992059176298947	0.6737600595016237	0.9276970210717346
LS180_LARGE_INTESTINE	0.2708765526818565	0.1973236097828131	0.7531920473305584	0.5473155544740852	0.3815292213446267	0.9019533995494108
LS411N_LARGE_INTESTINE	0.4218329392910299	0.2504799459130059	0.9970255490087128	0.8262668822530602	0.5834279009799254	0.9140075973333924
LS513_LARGE_INTESTINE	0.32626968052553	0.18030270917069	0.8526704887921445	0.5499773741663522	0.7604443238465369	0.8802209633113479
LU134A_LUNG	0.4373706859859105		0.746491898338593		0.2857400494745265	0.633297582664379
LU135_LUNG	0.2990553608676501		0.8798749770181321	0.6531013289060175	0.0948286051921966	0.681601763908902
LU139_LUNG	0.3541007815843557		0.7788293878449226	0.71765589868516	0.4138663871995093	0.8149892097172245
LU165_LUNG	0.5987173910048982		1.0286671932985547	0.8029026068562594	0.5722977541513007	0.8975075593491694
LU65_LUNG	0.7297218695217864	0.2444120968692196	0.8755478995232636	0.6444839427933376	0.5378876951285755	0.8302104389005335
LUDLU1_LUNG	0.6304500346980213	0.2079190232682593	0.8618172406838872		0.5920123441648564	
LXF289_LUNG	0.3997983443113229	0.4838056121162734	0.8249954692668922	0.7701398530951523	0.4477421220222989	0.8763304325656758
M059J_CENTRAL_NERVOUS_SYSTEM	0.296178664652527		0.8190530426766163	0.4086871606544806	0.1351418739164014	0.6966139472113924
M059K_CENTRAL_NERVOUS_SYSTEM	0.5775439296645354	0.4578159151392584	0.7332489424682741		0.6273489890403776	
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2565835845025607	0.0689937019749235	0.5291880469747426		0.0849358898166157	
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2851684599882648	0.0918741093949307	0.79239432110092		0.3875210119940592	0.8996202164640209
MCAS_OVARY	0.2642253587987515	0.1910179343169662	0.6107155621335307		0.3360521746382211	
MCIXC_BONE	0.0201880771928238		0.6675446300209462		0.3339622448460844	0.2275122425689654
MDAMB157_BREAST	0.4652289501097942	0.3598734006956964	0.6984531520951629	0.8726284681758109	0.4606021554711531	0.9232773680630468
MDAMB175VII_BREAST	0.6726232872917448		1.0434454040493688	0.5711241476715758	0.7929860364566292	0.8155491695823469
MDAMB231_BREAST	0.4284654891697444	0.6236075596842069	0.8854192264024802	0.6672821400637543	0.6139784311434809	0.8548149787721424
MDAMB330_BREAST	0.9367646630693394		0.975808958532729	1.039831265995906	0.7948916277905714	0.9808637470271272
MDAMB436_BREAST	0.5686977541517079		0.923509664837898	0.7094088685426116	0.6035489052883137	0.703014765379257
MDAMB453_BREAST	0.667275728779554	0.4292870689398874	0.9292694480762927	0.7007870514847259	0.8292903926013675	0.9705770056063462
MDAMB468_BREAST	0.1831567205585043	0.1276959544743222	0.7464120523925617	0.6388150723751425	0.2328609518911235	0.568012162874161
MDST8_LARGE_INTESTINE	0.3403597395948085	0.4148907454452988	0.836401821333322	0.393121481117761	0.6921305664852465	0.7437752721513887
ME180_CERVIX	0.2506948252932106		0.9773449355887472	0.3859850427191731	0.1569744400065015	0.620635309270827
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.4455541552598396	0.3191076334701843	0.8196439981990661	0.7142231526747941	0.8056113803047862	0.8829469754292198
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1965255627443256	0.2057180444360488	0.7455420762622879		0.1252711918651787	
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3313109223138872		0.8396765642850946	0.4790654346577073	0.3931364599553745	0.6911224377744929
MELHO_SKIN	0.4381288479953939	0.5122459636422227	0.9731002974858252		0.6170516006920213	0.6224229089756447
MELJUSO_SKIN	0.4596485658707844	0.7991002029790074	0.9482465180604648	0.8795018524757227	0.5301968051867687	0.8057576957750977
MESSA_SOFT_TISSUE	0.5079358904709342	0.2877877707175078	0.8582549592215073	0.5900202805897454	0.378093909869917	0.6814305772774059
MEWO_SKIN	0.6522719446632839	0.3366168849207451	0.9236863210502998	0.853730469700786	0.4406419457080865	0.8356242422616544
MFE280_ENDOMETRIUM	0.8184447211003864		0.9428046233890134	0.8802008325808912	0.7408640258001211	0.9453508349837728
MFE296_ENDOMETRIUM	0.3843504726469981	0.193665087880991	0.7916219021429773	0.7759684832101323	0.2432438012098366	0.8888827119217038
MFE319_ENDOMETRIUM	0.7041519147711144	0.3911069010477217	0.8387905184008344	0.7919870607615879	0.4011598402513916	0.9825396261392332
MFHINO_SOFT_TISSUE	0.4401862580237283		0.7237431953030429	0.5841459066546378	0.2430044095206557	0.7294811803022538
MFM223_BREAST	0.8450637930491574		0.9701279252817112	1.0177215258962142	0.9255873971287852	0.9731728940842234
MG63_BONE	0.4592132658060093	0.4720274538999606	0.854549674379355	0.503433429444669	0.5033401957452783	0.6738431352034036
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2724409118458135	0.3079321547397355	0.5238281150101171		0.3693035436445547	
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0352724267402042	0.3153705475027636	0.3098961478844365		0.1397562462632781	
MHHES1_BONE	0.1076380259103567	0.1052911539038496	0.3804555703777476	0.3254488804012868	0.0910150338237018	0.7354237670131942
MHHNB11_AUTONOMIC_GANGLIA	0.1845804951181117	0.046502827786772	0.5606308765540701		0.1296785232491643	0.5386957544158784
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3983140575103188		0.7536327475217632	0.6848572886151962	0.5288080452019728	0.8451177519551538
MIAPACA2_PANCREAS	0.4861508303965647	0.2916301065620677	0.8918263715840765	0.6012751200124815	0.3340453062508297	0.6404590842848561
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3276207144155884				0.0397455282555107	
MKN1_STOMACH	0.3909864033642611	0.5175121849568501	0.9119782928293682	0.796646112205955	0.2452711921566367	0.777048869570465
MKN28_STOMACH	0.7241592237887515		0.9986945508447842	0.9670397300537044	0.4189869450962019	0.8643884955352947
ML1_THYROID	0.2277401938424303	0.4626665702223579	0.672049027696316		0.1988119533373462	0.5107804749507032
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0339007328240741		0.6978323056977551	0.1930367594443943	0.1716235014908301	0.480460096934998
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2464490522336013		0.8795421950374921	0.4710412347879028	0.3901851875843317	0.8413641561827188
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1676076046270846	0.1796557784086805	0.7133048053807617	0.3396151425852647	0.0805501010031022	0.712254601169722
MMACSF_SKIN	0.7048211186994178		0.8698695007596724		0.5129507311454629	0.8681541484202857
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.6469889026182659		0.9177030237425408	0.5028576116580619	0.6851539313045204	0.8400248058987236
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	0.6250864587048788		0.8716545291748392	0.7986385043347562	0.5135064335184321	0.71993758947911
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0869117385799186	0.0944711537370029	0.4800677905222557	0.1381849771022473	0.1246553430019243	0.307393524592198
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0507087875430288	0.0548120628599701	0.4896530783061803		0.1967587600082486	
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1498956015333798	0.1920417847757362	0.5537938704827812		0.1589368687395398	
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2088644485221969		0.6941196564968362	0.5124593011534018	0.2320405116436461	0.5926181130606998
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.058446516394237	0.0732468726097262	0.703592381970778	0.200440599945496		0.8135326507222551
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0181256289659594		0.4615724056018311	0.0954600411564907	0.0258223085780491	0.3561716009956756
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0195844066183823	0.0188762136171615	0.0572375911277338		0.1172798503811188	
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0748701566714143	0.0575122936087289	0.6590536309422615		0.1920365129071821	
MORCPR_LUNG	0.4288956347162036	0.217149245231653	0.8966184202192733		0.6999155300841383	
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1718732355525925	0.2326941960342021	0.7058704611138336		0.2164831116241427	
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.5281232952110176		0.8736041495138693	0.5823744261973871	0.8207641680772877	0.7644247804096329
MPP89_PLEURA	0.559062808147064	0.4542939174060637	0.8779283359313328	0.7467238960105056	0.6147019758331921	0.6746214774922628
MRKNU1_BREAST	0.2360286526573534		0.918995719568746	0.6932928485551759	0.2889085411965009	0.934841243049574
MS1_LUNG	0.4152506207508833		0.8387424502074166	0.6366217260421617	0.4471757331962785	0.8287321965223253
MS751_CERVIX	0.5702551840104062		0.8904491069977716	0.5840374049985383	0.2638688314922133	0.8310159763846534
MSTO211H_PLEURA	0.2701420583716603	0.0145120912582484	0.6162243538729922	0.4976627204564409	0.7096385568766121	0.8534486232251377
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0485065549368104	0.0878310549533582	0.4375064881435604	0.0633094357057583	0.0889692057036738	0.2929440476274449
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1759663198480159		0.6675830376066402		0.2086029688868985	0.9374828834255226
MZ1PC_PANCREAS	0.3979875665179236		1.003627628184773		0.2139413337922803	0.7300072285115904
MZ2MEL_SKIN	0.5301233869320466		0.7866577874289352		0.4125299305750005	0.5884881633963437
MZ7MEL_SKIN	0.3135542329811192		1.0639202708192104		0.4585692143210937	0.9810754027342138
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1367064906479495	0.0847766160615585	0.7236284236009789	0.1580821563788683	0.1360999563066196	0.2959091454592744
NB10_AUTONOMIC_GANGLIA	0.2550008142842453		0.7922142682180712	0.217016358268223	0.5949032686514665	0.675795318623323
NB13_AUTONOMIC_GANGLIA	0.4526460413575326		0.9229103208699893	0.3997708920920785	0.3737746507341805	0.729942425685882
NB14_AUTONOMIC_GANGLIA	0.3767468140443918		0.8280188923840646	0.2831185552595741	0.3093146892636056	0.7352585957965232
NB1_AUTONOMIC_GANGLIA	0.395376234273542	0.1657556403028198	0.8063395945964951	0.5728793107590198	0.4060959002613322	0.7806350678375888
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0234293042652969	0.0286059666638737	0.6214800308366433		0.0619834000812218	0.335633329644386
NB5_AUTONOMIC_GANGLIA	0.5265109384232624		0.8364738668041397		0.6084642100712727	0.5661596465949416
NB69_AUTONOMIC_GANGLIA	0.2290668095154795		0.7295866891512958	0.1749948419732392	0.1350885563868469	0.6245568855522439
NB6_AUTONOMIC_GANGLIA	0.9576051055679844		1.0193395147815818		0.7627513233355435	1.0092692981086435
NB7_AUTONOMIC_GANGLIA	0.85540811784525		0.9310457816102132	0.689231183776234	0.7798058198969161	0.8391378029314089
NCC010_KIDNEY	0.4539690820125289		1.0036631476080184	0.8984870295039165		0.7583050374903189
NCCIT_TESTIS	0.8607672237441489		0.8808479774314149	0.8725157714291997		0.7863158156513952
NCIH1048_LUNG	0.1604146287981019	0.0578238152912438	0.6429131051613242	0.3394372777856385	0.1158031471379337	0.6985802879705632
NCIH1092_LUNG	0.7004871928884836	0.5186416872697777	0.7912588376695818	0.8567922268915857	0.6582773417585089	0.8683269168657072
NCIH1105_LUNG	0.3199079985274199	0.1248745993936294	0.5499032421762368		0.1387698032027167	0.4324832014862202
NCIH1155_LUNG	0.2521522365883536	0.0932944952417504	0.624090667568974	0.2312931323175804	0.4182600120949573	0.6601758486945339
NCIH1184_LUNG		0.2233764318930601	0.4317743885649902		0.1761155119407238	
NCIH1299_LUNG	0.3901082581142324	0.3693924735460498	0.8803336605332233	0.6451946748449935	0.4258375178657083	0.776253106127444
NCIH1304_LUNG	0.4286040923056732		0.8359027487037922		0.3655666808268618	0.6966028469377897
NCIH1339_LUNG	0.1645560268492984	0.2106210040613592	0.6683711311339341		0.3978154612963112	
NCIH1341_LUNG	0.2572156431093175	0.1110773186139153	0.7372113984191055	0.4127298384501348	0.2331213576559851	0.5436582448335057
NCIH1355_LUNG	0.553297440958054	0.4576735720380756	0.8971573849469917	0.9259897423128683	0.482014758849514	0.7345376492137201
NCIH1373_LUNG	0.2393840243241413	0.2498955306405383	0.8055266452300454		0.7856490810074881	
NCIH1435_LUNG	0.5537225224051174	0.4050513680234143	0.8956479482253299	0.9336133457281252	0.6394528836909675	0.9891039601306038
NCIH1436_LUNG	1.0592820265698244				0.9982785460549708	
NCIH1437_LUNG	0.4378845648908596	0.2237988056978679	0.9402929733661348		0.3999972791180159	0.8329093858788477
NCIH146_LUNG					0.1475347606390767	
NCIH1568_LUNG	0.2994015862117889	0.1559833829970104	0.8518651362656948	0.743664212795155	0.3069979263014977	0.9389043823704128
NCIH1573_LUNG	0.7736044942976552	0.3372831705025241	0.9753392882731524	1.028556091323649	0.96888639140112	1.0244118475738395
NCIH1581_LUNG	0.5983339470863054	0.3459171678076916	0.7905509993313512	0.7184288721351563	0.6121034294215874	0.8169464306460748
NCIH1623_LUNG	0.3908433090612606	0.225682893399041	0.8628407177634928	0.3130822249595704	0.4606477676384196	0.7776130913693933
NCIH1648_LUNG	0.693614025050069		0.9224951175406244	0.5712720523937862	0.6624085199632228	0.8540334787976855
NCIH1650_LUNG	0.5341416233233067	0.5110443999686478	0.8558497280281943	0.8503192412642769	0.446391044903522	0.7409281070647025
NCIH1651_LUNG	0.2613174880137541		0.6167481524050863	0.3689121722220813	0.5968269548654521	0.6208927974535825
NCIH1666_LUNG	0.5800863228313912	0.3334881598006073	0.8998910704650888	0.619843811061859	0.7846290009774199	0.9045147631468272
NCIH1688_LUNG	0.7274021552804817		0.9650731718680642	0.9560502343996776	0.5976272306641645	0.895165034360151
NCIH1693_LUNG	0.5843039311727063	0.5923072401646768	0.7749768116446427	0.855913671943106	0.6840932324755419	0.8522559870043644
NCIH1694_LUNG	0.3920934835140371	0.1069621794687613	0.602729322776649	0.2420908989824378	0.1205899092106747	0.6878409414362722
NCIH1703_LUNG	0.2850872286837299	0.3564206062592714	0.97904023935509	0.4993998894359169	0.1953394775045447	0.9328299292451582
NCIH1755_LUNG	0.6344669283018902	0.4417342792755408	0.8168122015256822	0.8542542597237048	0.7559112735335004	0.958213767425136
NCIH1770_LUNG	0.3326787478560469		0.8703238976230857		0.3778991651057641	0.9978876686224843
NCIH1781_LUNG	0.5155853321684227	0.2500651787178771	0.9564087033403176	0.3697288073959625	0.2741595037460033	0.507240664830606
NCIH1836_LUNG	0.7397845010032142	0.2740871181201448	0.8886887687252788		0.7916193089742355	0.8575240341898205
NCIH1838_LUNG	0.8490089212105008	0.3118722288584302	0.9490712605493988	0.8788384549524926	0.6524618008161661	0.9449450513276928
NCIH1869_LUNG	0.7638172724545315	0.7560419912501184	0.91670508544791	0.951218583488974	0.8395431379804156	0.9152407445861728
NCIH187_LUNG	0.7935295711833529		0.9123063251163684		0.1539747179765374	0.7920698636899964
NCIH1915_LUNG	0.8215402198067029	0.5269179808306578	0.9152551364756558	0.7447930843523936	0.8256768719626018	0.7825905259068587
NCIH1930_LUNG	0.3203223946797752	0.2386968320965709	0.651593625694517		0.283535775100508	
NCIH1944_LUNG	0.3029699168897284	0.1383148665086436	0.8179995989496389	0.5727275111475619	0.4692787417081169	0.7909603821896525
NCIH196_LUNG	0.923619611155226	0.552942940957503	0.8242538774279801	0.9704947141474796	0.759697756764219	0.7966446584156262
NCIH1993_LUNG	0.5466508424834567		1.0080934260441112	0.74923162707628	0.9154489838556522	0.931200781261028
NCIH2009_LUNG	0.3666580751003462	0.1817887112187526	0.75681197699718	0.5807956337222853	0.2882793270495776	0.8247956959316083
NCIH2029_LUNG	0.5364272520759684	0.3305065970772474	0.920680396087025	0.7570408048257619	0.4264148831775172	0.9898450912963946
NCIH2030_LUNG	0.654060562917688	0.5260951707372046	0.8340607985041292		0.3439648210413259	0.535388172370294
NCIH2052_PLEURA	0.4186444388850125	0.5750262474825779	0.8346091320865281	0.6745355556122405	0.4878939068756024	0.7280802164381721
NCIH2066_LUNG	0.8782686001196733		1.08279361251064	1.0053633449552233		0.9600313267346858
NCIH2073_LUNG	0.8743974978361612	0.2613222544689488	0.6078394114976139		0.443504595873845	
NCIH2081_LUNG	0.4413322580519805	0.1838967799292864	0.5976352341216873		0.2955207711611454	
NCIH2085_LUNG	0.6034845644630737	0.9272837154442378	0.8697474101726591	0.9303252881430736	0.6503038901836138	0.8191800923716871
NCIH2087_LUNG	0.3167324449112094	0.2394774125717251	0.7974133697991138	0.4884064935394169	0.2628134886268555	0.7190006930388819
NCIH209_LUNG	0.1079428055183124	0.2907056908448629	0.4074889306747369	0.1134250821301133	0.1344898125537172	0.2424222900992381
NCIH2110_LUNG	0.4399509303322294	0.4041766679304295	0.7339250336727297		0.3272774081827682	0.6772454351821289
NCIH211_LUNG	0.232783095320427	0.1413844754401658	0.6247351208681804	0.5239109755278196	0.1628749725376698	0.73440916435969
NCIH2122_LUNG	0.3819362378752721	0.4246811340799887	0.9200829514898644	0.57119551489465	0.6952267000072	0.8383637086910025
NCIH2126_LUNG	0.5760804746468546	0.5869629798951599	1.0219830723193508		0.6461477788246353	
NCIH2135_LUNG	0.3829443353167753		1.0324202358363008	0.7581699926413176	0.4966924347484061	0.8588098622356451
NCIH2141_LUNG	0.5359412680957045	0.2610582864968174	0.8371031412702686	0.8225061603456784	0.4909733379243683	0.7880191916033892
NCIH2170_LUNG	0.1545230720783527	0.2275344271038785	0.940189178703658	0.3290180295812953	0.3760666235095579	0.584352696253486
NCIH2171_LUNG	0.5475433470433458	0.1266513842512598	0.6976105539832862		0.7845319115941871	
NCIH2172_LUNG	0.8633277054461369	0.7376897502132687	0.8801352586223712		0.8770039620230986	0.832906716744178
NCIH2196_LUNG	0.5640643901081139	0.4742328033935407	0.7549936323089693		0.3907668945499807	
NCIH2227_LUNG	0.8764002014022546		0.8695109202364552	0.6377682042986782	0.8242709609659488	0.6823664844392453
NCIH2228_LUNG	0.3184188896655906	0.2331403060631532	0.8799087050321907	0.5156054566536438	0.4531727337681519	0.6348471680944325
NCIH226_LUNG	0.5483193379322507	0.6251804311749809	0.980078492666252	0.8826203921252566	0.5949950920205691	0.9408409382957408
NCIH2291_LUNG	0.8496238404902703	0.6514581182738945	0.9201419412274704		0.8237626769048528	0.9605979534166516
NCIH2342_LUNG	0.5399704410280511	0.6700351073103541	0.8199720542155801	0.9211630685257484	0.5202228970261072	0.9171986185854306
NCIH2347_LUNG	0.6753635391809083		0.8562843685371906	0.9145795531988142	0.5575217296944694	0.967529019985468
NCIH2373_PLEURA	0.5108178744496321		0.9000396754999938	0.5515260576274452	0.5945420418789505	0.8941139165455922
NCIH23_LUNG	0.323825705001762	0.123597052469313	0.7445018352005395	0.6162827136564267	0.4101392872003813	0.6122523979971108
NCIH2405_LUNG	0.426065967306679	0.3815492368856537	0.7896888957016005	0.7551341467862068	0.4469095717033608	0.8432068331105645
NCIH2452_PLEURA	0.616764336018309	0.7194605190965138	0.8828050848381882	0.7505318531444893	0.7643944300891796	0.9619097958859764
NCIH2461_PLEURA	0.523201372329401		0.96535601070882	0.5989430308987064	0.8026058652244414	0.8462445841589215
NCIH2591_PLEURA	0.6900239081726771		1.0043995590353072	0.8080474639412649	0.3582424836810783	1.0201766204525824
NCIH2595_PLEURA	0.6015206840766935		0.849830916088594	0.8340984413137663	0.2189530922563582	0.9074577403462164
NCIH2795_PLEURA	0.4726780336769581		0.7737824696270459	0.3859391627654468	0.652301686182812	0.9060326895371452
NCIH2803_PLEURA	0.4644554500015104		1.0611355766068404	0.5736778648196021	0.6679707173046715	0.8755417010103401
NCIH2804_PLEURA	0.5550110270384903		0.8582620025402024	0.404908121912482	0.2605263427953097	0.7441477404682393
NCIH2810_PLEURA	0.4589744423889715		0.8796105007555637	0.4097066163464712		0.7574954951520749
NCIH2818_PLEURA	0.7471264427487252		0.8676722578986527	0.7410371931201108	0.8887682176560425	0.7622277645278125
NCIH2869_PLEURA	0.6819638982430096		0.88292840995406	0.9146131429727374	0.642003581661985	0.8153697862620899
NCIH28_PLEURA	0.4093606054823142	0.2296927559676784	0.8533618677233235	0.7620515121971575	0.4407432905085449	0.9195080080101432
